period,part_svyid,group,awakening_christian_faith,overall_course,discovery_relevancy,discovery_recommend,la_vida_powerful_exp
2021 FA,16675096761,Core,5,5,NA,NA,NA
2021 FA,4145735081,Core,5,5,NA,NA,NA
2021 FA,22088774861,Core,4,5,NA,NA,NA
2021 FA,42019356261,Core,5,4,NA,NA,NA
2021 FA,21702400491,Core,5,5,NA,NA,NA
2021 FA,13292566221,Core,5,4,NA,NA,NA
2021 FA,16373417471,Core,5,5,NA,NA,NA
2021 FA,4827006871,Core,5,4,NA,NA,NA
2021 FA,22329422391,Core,5,5,NA,NA,NA
2021 FA,13877191471,Core,5,5,NA,NA,NA
2021 FA,6324125411,Core,5,4,NA,NA,NA
2021 FA,15506723451,Core,4,3,NA,NA,NA
2021 FA,13681960741,Core,5,5,NA,NA,NA
2021 FA,26711915191,Core,5,4,NA,NA,NA
2021 FA,1157178391,Core,4,4,NA,NA,NA
2021 FA,30741259951,Core,5,4,NA,NA,NA
2021 FA,8623111661,Core,5,5,NA,NA,NA
2021 FA,8929946281,Core,5,4,NA,NA,NA
2021 FA,2572019521,Core,5,5,NA,NA,NA
2021 FA,9764906501,Core,5,5,NA,NA,NA
2021 FA,30393233271,Core,5,5,NA,NA,NA
2021 FA,12895637821,Core,3,3,NA,NA,NA
2021 FA,36213923311,Core,5,4,NA,NA,NA
2021 FA,12651187341,Core,5,4,NA,NA,NA
2021 FA,2979396361,Core,4,4,NA,NA,NA
2021 FA,37486720281,Core,4,5,NA,NA,NA
2021 FA,21145392071,Core,5,5,NA,NA,NA
2021 FA,5705578441,Core,5,4,NA,NA,NA
2021 FA,37652959721,Core,4,4,NA,NA,NA
2021 FA,34703828211,Core,5,5,NA,NA,NA
2021 FA,13545808061,Core,5,5,NA,NA,NA
2021 FA,23726646131,Core,5,4,NA,NA,NA
2021 FA,2877925631,Core,5,5,NA,NA,NA
2021 FA,29046362711,Core,2,2,NA,NA,NA
2021 FA,20735255691,Core,5,4,NA,NA,NA
2021 FA,2107837031,Core,4,5,NA,NA,NA
2021 FA,34586848541,Core,4,4,NA,NA,NA
2021 FA,6765878411,Core,4,4,NA,NA,NA
2021 FA,32411679881,Core,4,5,NA,NA,NA
2021 FA,7704163891,Core,4,5,NA,NA,NA
2021 FA,42198051141,Core,5,5,NA,NA,NA
2021 FA,35566881891,Core,4,5,NA,NA,NA
2021 FA,33585179091,Core,5,5,NA,NA,NA
2021 FA,12515030041,Core,5,5,NA,NA,NA
2021 FA,21743037021,Core,4,5,NA,NA,NA
2021 FA,4255251481,Core,5,4,NA,NA,NA
2021 FA,3921477751,Core,5,5,NA,NA,NA
2021 FA,23023551001,Core,4,4,NA,NA,NA
2021 FA,21567515431,Core,4,4,NA,NA,NA
2021 FA,29229975581,Core,5,5,NA,NA,NA
2021 FA,11110622531,Core,3,4,NA,NA,NA
2021 FA,37052086051,Core,4,5,NA,NA,NA
2021 FA,40672262681,Core,5,5,NA,NA,NA
2021 FA,10207121051,Core,5,4,NA,NA,NA
2021 FA,18124900471,Core,4,5,NA,NA,NA
2021 FA,13928531731,Core,5,5,NA,NA,NA
2021 FA,33361699301,Core,4,4,NA,NA,NA
2021 FA,28953240521,Core,5,3,NA,NA,NA
2021 FA,36114216391,Core,5,5,NA,NA,NA
2021 FA,12742681621,Core,4,5,NA,NA,NA
2021 FA,23029883871,Core,5,5,NA,NA,NA
2021 FA,42377099921,Core,5,5,NA,NA,NA
2021 FA,4742010141,Core,5,5,NA,NA,NA
2021 FA,31252678461,Core,4,4,NA,NA,NA
2021 FA,40086153271,Core,5,4,NA,NA,NA
2021 FA,38813577481,Core,4,4,NA,NA,NA
2021 FA,32031325791,Core,5,5,NA,NA,NA
2021 FA,10271071721,Core,5,5,NA,NA,NA
2021 FA,41069303531,Core,5,5,NA,NA,NA
2021 FA,41625984791,Core,4,4,NA,NA,NA
2021 FA,22894844801,Core,5,5,NA,NA,NA
2021 FA,29879382121,Core,4,4,NA,NA,NA
2021 FA,33071680501,Core,5,5,NA,NA,NA
2021 FA,21090879841,Core,4,4,NA,NA,NA
2021 FA,5660619871,Core,5,5,NA,NA,NA
2021 FA,14068556481,Core,3,4,NA,NA,NA
2021 FA,4535240771,Core,5,5,NA,NA,NA
2021 FA,32207559741,Core,4,4,NA,NA,NA
2021 FA,32910946131,Core,5,5,NA,NA,NA
2021 FA,19957653761,Core,5,5,NA,NA,NA
2021 FA,15765701811,Core,5,5,NA,NA,NA
2021 FA,32817871101,Core,5,5,NA,NA,NA
2021 FA,26774947091,Core,5,5,NA,NA,NA
2021 FA,31738686351,Core,3,5,NA,NA,NA
2021 FA,5920486321,Core,5,5,NA,NA,NA
2021 FA,30925684661,Core,5,5,NA,NA,NA
2021 FA,13338056821,Core,5,5,NA,NA,NA
2021 FA,27888936541,Core,5,5,NA,NA,NA
2021 FA,29108534251,Core,5,5,NA,NA,NA
2021 FA,27406871071,Core,5,5,NA,NA,NA
2021 FA,39791601051,Core,5,4,NA,NA,NA
2021 FA,24626557961,Core,5,5,NA,NA,NA
2021 FA,9139163971,Core,3,4,NA,NA,NA
2021 FA,16374879061,Core,5,5,NA,NA,NA
2021 FA,7423487651,Core,5,4,NA,NA,NA
2021 FA,16034804901,Core,5,5,NA,NA,NA
2021 FA,2478511371,Core,5,5,NA,NA,NA
2021 FA,31890761311,Core,5,5,NA,NA,NA
2021 FA,1196579571,Core,5,5,NA,NA,NA
2021 FA,34279625781,Core,5,5,NA,NA,NA
2021 FA,18368987011,Core,5,5,NA,NA,NA
2021 FA,41498218411,Core,4,4,NA,NA,NA
2021 FA,18924036891,Core,4,5,NA,NA,NA
2021 FA,9483211551,Core,5,4,NA,NA,NA
2021 FA,17656596981,Core,4,4,NA,NA,NA
2021 FA,27526005111,Core,5,5,NA,NA,NA
2021 FA,2103221231,Core,5,5,NA,NA,NA
2021 FA,3300407081,Core,5,5,NA,NA,NA
2021 FA,8902969951,Core,5,4,NA,NA,NA
2021 FA,4721376331,Core,5,5,NA,NA,NA
2021 FA,25842261321,Core,4,4,NA,NA,NA
2021 FA,742351271,Core,5,5,NA,NA,NA
2021 FA,27210013931,Core,5,5,NA,NA,NA
2021 FA,4338269631,Core,5,5,NA,NA,NA
2021 FA,8119030991,Core,5,4,NA,NA,NA
2021 FA,23274372281,Core,4,4,NA,NA,NA
2021 FA,3481754651,Core,5,5,NA,NA,NA
2021 FA,27307209911,Core,4,4,NA,NA,NA
2021 FA,40013173131,Core,5,5,NA,NA,NA
2021 FA,5153150701,Core,4,3,NA,NA,NA
2021 FA,28788731981,Core,1,2,NA,NA,NA
2021 FA,42025691021,Core,5,5,NA,NA,NA
2021 FA,9450999361,Core,3,3,NA,NA,NA
2021 FA,17772695211,Core,5,4,NA,NA,NA
2021 FA,23880555741,Core,4,4,NA,NA,NA
2021 FA,39814908951,Core,3,3,NA,NA,NA
2021 FA,12833867681,Core,5,5,NA,NA,NA
2021 FA,9978421821,Core,5,4,NA,NA,NA
2021 FA,31267723781,Core,5,4,NA,NA,NA
2021 FA,23855174141,Core,5,5,NA,NA,NA
2021 FA,6786601281,Core,5,5,NA,NA,NA
2021 FA,32150204561,Core,5,4,NA,NA,NA
2021 FA,29128447771,Core,4,4,NA,NA,NA
2021 FA,40708301391,Core,4,4,NA,NA,NA
2021 FA,18310817961,Core,5,5,NA,NA,NA
2021 FA,29368106901,Core,5,5,NA,NA,NA
2021 FA,25826841811,Core,5,5,NA,NA,NA
2021 FA,35188450551,Core,5,5,NA,NA,NA
2021 FA,4896367351,Core,4,5,NA,NA,NA
2021 FA,37418088891,Core,3,3,NA,NA,NA
2021 FA,32976482751,Core,3,4,NA,NA,NA
2021 FA,8520327451,Core,4,4,NA,NA,NA
2021 FA,10079080591,Core,4,4,NA,NA,NA
2021 FA,33742895271,Core,4,4,NA,NA,NA
2021 FA,31114790321,Core,5,4,NA,NA,NA
2021 FA,7901762531,Core,5,5,NA,NA,NA
2021 FA,17891046431,Core,5,4,NA,NA,NA
2021 FA,38696227041,Core,5,5,NA,NA,NA
2021 FA,26915859771,Core,4,4,NA,NA,NA
2021 FA,41673001311,Core,1,1,NA,NA,NA
2021 FA,27974075331,Core,5,5,NA,NA,NA
2021 FA,32489799941,Core,5,5,NA,NA,NA
2021 FA,26608956881,Core,5,5,NA,NA,NA
2021 FA,2373115771,Core,5,5,NA,NA,NA
2021 FA,6077319531,Core,4,3,NA,NA,NA
2021 FA,39638730711,Core,4,4,NA,NA,NA
2021 FA,20660880791,Core,3,4,NA,NA,NA
2021 FA,36132459461,Core,1,1,NA,NA,NA
2021 FA,25350641,Core,3,4,NA,NA,NA
2021 FA,5663466641,Core,4,5,NA,NA,NA
2021 FA,31356639321,Core,5,5,NA,NA,NA
2021 FA,30547051841,Core,5,5,NA,NA,NA
2021 FA,3878869201,Core,4,5,NA,NA,NA
2021 FA,33122416891,Core,3,3,NA,NA,NA
2021 FA,31379597261,Core,3,3,NA,NA,NA
2021 FA,22582406601,Core,3,5,NA,NA,NA
2021 FA,24751026961,Core,4,4,NA,NA,NA
2021 FA,9890733511,Core,1,1,NA,NA,NA
2021 FA,7176342071,Core,5,5,NA,NA,NA
2021 FA,7398612641,Core,4,4,NA,NA,NA
2021 FA,23843538201,Core,5,5,NA,NA,NA
2021 FA,28211727311,Core,3,4,NA,NA,NA
2021 FA,19330019951,Core,4,4,NA,NA,NA
2021 FA,10537375341,Core,4,4,NA,NA,NA
2021 FA,36184655471,Core,4,4,NA,NA,NA
2021 FA,40415234041,Core,3,5,NA,NA,NA
2021 FA,24591063571,Core,4,5,NA,NA,NA
2021 FA,27715855031,Core,3,4,NA,NA,NA
2021 FA,16462525441,Core,3,4,NA,NA,NA
2021 FA,32557092751,Core,1,3,NA,NA,NA
2021 FA,40921846991,Core,4,5,NA,NA,NA
2021 FA,18379811441,Core,4,5,NA,NA,NA
2021 FA,5215284361,Core,5,5,NA,NA,NA
2021 FA,6682415471,Core,1,4,NA,NA,NA
2021 FA,16938766201,Core,4,4,NA,NA,NA
2021 FA,31541461101,Core,3,3,NA,NA,NA
2021 FA,30486197971,Core,3,4,NA,NA,NA
2021 FA,30310702461,Core,5,5,NA,NA,NA
2021 FA,18924842191,Core,4,5,NA,NA,NA
2021 FA,9683116231,Core,3,4,NA,NA,NA
2021 FA,1755430601,Core,4,4,NA,NA,NA
2021 FA,31249679341,Core,1,1,NA,NA,NA
2021 FA,27365172481,Core,5,4,NA,NA,NA
2021 FA,2545314801,Core,4,4,NA,NA,NA
2021 FA,25844293631,Core,4,4,NA,NA,NA
2021 FA,18127634631,Core,5,5,NA,NA,NA
2021 FA,18015414701,Core,3,4,NA,NA,NA
2021 FA,7928886591,Core,4,4,NA,NA,NA
2021 FA,15964861081,Core,3,4,NA,NA,NA
2021 FA,31719316171,Core,5,5,NA,NA,NA
2021 FA,29172246281,Core,5,4,NA,NA,NA
2021 FA,129189891,Core,5,4,NA,NA,NA
2021 FA,2862663251,Core,4,4,NA,NA,NA
2021 FA,28353443911,Core,4,5,NA,NA,NA
2021 FA,36296348781,Core,4,4,NA,NA,NA
2021 FA,34010659161,Core,3,5,NA,NA,NA
2021 FA,31834166181,Core,5,5,NA,NA,NA
2021 FA,40487541991,Core,3,4,NA,NA,NA
2021 FA,18987761061,Core,4,4,NA,NA,NA
2021 FA,33961637221,Core,4,5,NA,NA,NA
2021 FA,4506592581,Core,5,5,NA,NA,NA
2021 FA,38837103261,Core,4,4,NA,NA,NA
2021 FA,20093119751,Core,3,3,NA,NA,NA
2021 FA,32323792221,Core,3,2,NA,NA,NA
2021 FA,18551597551,Core,4,4,NA,NA,NA
2021 FA,16718852891,Core,5,5,NA,NA,NA
2021 FA,794615981,Core,4,5,NA,NA,NA
2021 FA,12342549451,Core,4,3,NA,NA,NA
2021 FA,10312767751,Core,2,3,NA,NA,NA
2021 FA,35056816081,Core,4,4,NA,NA,NA
2021 FA,39018987871,Core,4,4,NA,NA,NA
2021 FA,326300381,Core,2,4,NA,NA,NA
2021 FA,23604793741,Core,4,4,NA,NA,NA
2021 FA,3646011401,Core,5,4,NA,NA,NA
2021 FA,6535016281,Core,4,4,NA,NA,NA
2021 FA,24330319141,Core,1,4,NA,NA,NA
2021 FA,19167282921,Core,3,5,NA,NA,NA
2021 FA,20725595671,Core,3,5,NA,NA,NA
2021 FA,41421838031,Core,3,3,NA,NA,NA
2021 FA,33075622801,Core,5,5,NA,NA,NA
2021 FA,30208298931,Core,4,4,NA,NA,NA
2021 FA,37891261581,Core,5,4,NA,NA,NA
2021 FA,29494884891,Core,5,5,NA,NA,NA
2021 FA,24885017101,Core,5,5,NA,NA,NA
2021 FA,5685696571,Core,5,4,NA,NA,NA
2021 FA,33772405721,Core,4,5,NA,NA,NA
2021 FA,20402672301,Core,4,5,NA,NA,NA
2021 FA,32713287011,Core,4,5,NA,NA,NA
2021 FA,7849327171,Core,3,4,NA,NA,NA
2021 FA,15878010581,Core,3,3,NA,NA,NA
2021 FA,22324021141,Core,5,5,NA,NA,NA
2021 FA,18555206841,Core,3,4,NA,NA,NA
2021 FA,21875571671,Core,5,5,NA,NA,NA
2021 FA,19949861191,Core,5,5,NA,NA,NA
2021 FA,8200051761,Core,5,4,NA,NA,NA
2021 FA,40658092411,Core,5,5,NA,NA,NA
2021 FA,6389471161,Core,4,3,NA,NA,NA
2021 FA,26422922011,Core,4,5,NA,NA,NA
2021 FA,32820973831,Core,2,4,NA,NA,NA
2021 FA,9802907441,Core,3,3,NA,NA,NA
2021 FA,25648246871,Core,5,5,NA,NA,NA
2021 FA,5963603621,Core,3,4,NA,NA,NA
2021 FA,28706690851,Core,4,5,NA,NA,NA
2021 FA,16124296551,Core,5,5,NA,NA,NA
2021 FA,41232686271,Core,4,4,NA,NA,NA
2021 FA,37919578561,Core,4,5,NA,NA,NA
2021 FA,22244256891,Core,4,4,NA,NA,NA
2021 FA,17674769371,Core,4,4,NA,NA,NA
2021 FA,33272800801,Core,4,5,NA,NA,NA
2021 FA,25296944751,Core,4,5,NA,NA,NA
2021 FA,22860983171,Core,4,5,NA,NA,NA
2021 FA,21712389771,Core,4,3,NA,NA,NA
2021 FA,11364435401,Core,4,5,NA,NA,NA
2021 FA,30598228331,Core,5,4,NA,NA,NA
2021 FA,14289363771,Core,3,3,NA,NA,NA
2021 FA,39447937691,Core,3,5,NA,NA,NA
2021 FA,27321828901,Core,4,4,NA,NA,NA
2021 FA,35425967341,Core,2,2,NA,NA,NA
2021 FA,20033930121,Core,4,4,NA,NA,NA
2021 FA,20126412991,Core,3,5,NA,NA,NA
2021 FA,12338270771,Core,5,4,NA,NA,NA
2021 FA,15383598211,Core,3,4,NA,NA,NA
2021 FA,13719416581,Core,4,3,NA,NA,NA
2021 FA,3453525031,Core,5,5,NA,NA,NA
2021 FA,33690405441,Core,4,4,NA,NA,NA
2021 FA,32966761421,Core,4,4,NA,NA,NA
2021 FA,25190913311,Core,5,5,NA,NA,NA
2021 FA,7357100701,Core,5,4,NA,NA,NA
2021 FA,21051599141,Core,4,4,NA,NA,NA
2021 FA,20152728221,Core,3,4,NA,NA,NA
2021 FA,12944613961,Core,5,3,NA,NA,NA
2021 FA,33564898021,Core,1,1,NA,NA,NA
2021 FA,21498939681,Core,4,4,NA,NA,NA
2021 FA,24854925111,Core,4,4,NA,NA,NA
2021 FA,14317959791,Core,5,5,NA,NA,NA
2021 FA,22460029871,Core,4,5,NA,NA,NA
2021 FA,17800659821,Core,4,5,NA,NA,NA
2021 FA,28759338661,Core,5,5,NA,NA,NA
2021 FA,27222449661,Core,5,5,NA,NA,NA
2021 FA,40039811521,Core,4,5,NA,NA,NA
2021 FA,25774550941,Core,4,5,NA,NA,NA
2021 FA,38130868361,Core,5,5,NA,NA,NA
2021 FA,41485788751,Core,4,4,NA,NA,NA
2021 FA,34333462191,Core,4,4,NA,NA,NA
2021 FA,23146799421,Core,5,5,NA,NA,NA
2021 FA,8488573541,Core,3,4,NA,NA,NA
2021 FA,20311252691,Core,4,3,NA,NA,NA
2021 FA,20020046721,Core,4,3,NA,NA,NA
2021 FA,24106470321,Core,5,5,NA,NA,NA
2021 FA,26981864321,Core,3,3,NA,NA,NA
2021 FA,31817618331,Core,4,4,NA,NA,NA
2021 FA,7474166831,Core,5,5,NA,NA,NA
2021 FA,28219099411,Core,3,3,NA,NA,NA
2021 FA,34355539381,Core,3,5,NA,NA,NA
2021 FA,34696763111,Core,5,5,NA,NA,NA
2021 FA,3118112001,Core,5,5,NA,NA,NA
2021 FA,10438381861,Core,1,1,NA,NA,NA
2021 FA,31711255041,Core,4,4,NA,NA,NA
2021 FA,1324473631,Core,3,2,NA,NA,NA
2021 FA,30990837251,Core,1,1,NA,NA,NA
2021 FA,34292780441,Core,5,5,NA,NA,NA
2021 FA,15577735171,Core,5,4,NA,NA,NA
2021 FA,41764619651,Core,5,3,NA,NA,NA
2021 FA,33670541071,Core,3,3,NA,NA,NA
2021 FA,29482996241,Core,1,1,NA,NA,NA
2021 FA,34853517391,Core,2,1,NA,NA,NA
2021 FA,5443261581,Core,5,4,NA,NA,NA
2021 FA,16237152091,Core,4,2,NA,NA,NA
2021 FA,23591023211,Core,5,4,NA,NA,NA
2021 FA,14914792591,Core,5,4,NA,NA,NA
2021 FA,1430584581,Core,2,2,NA,NA,NA
2021 FA,18926295901,Core,3,1,NA,NA,NA
2021 FA,36409562131,Core,5,4,NA,NA,NA
2021 FA,38200783311,Core,4,2,NA,NA,NA
2021 FA,30073381691,Core,3,1,NA,NA,NA
2021 FA,23455162491,Core,2,1,NA,NA,NA
2021 FA,18239560721,Core,5,4,NA,NA,NA
2021 FA,39662349171,Core,5,4,NA,NA,NA
2021 FA,34047801351,Core,1,1,NA,NA,NA
2021 FA,17114216411,Core,3,2,NA,NA,NA
2021 FA,3759667901,Core,2,2,NA,NA,NA
2021 FA,21428357191,Core,2,1,NA,NA,NA
2021 FA,29621861821,Core,5,4,NA,NA,NA
2021 FA,24641954081,Core,4,2,NA,NA,NA
2021 FA,41830200451,Core,2,2,NA,NA,NA
2021 FA,41737709811,Core,2,1,NA,NA,NA
2021 FA,28070314771,Core,3,3,NA,NA,NA
2021 FA,22452358651,Core,4,3,NA,NA,NA
2021 FA,37690647371,Core,2,1,NA,NA,NA
2021 FA,32906882471,Core,5,4,NA,NA,NA
2021 FA,27822944491,Core,5,3,NA,NA,NA
2021 FA,28570230541,Core,5,4,NA,NA,NA
2021 FA,8012126631,Core,5,4,NA,NA,NA
2021 FA,21436154351,Core,3,4,NA,NA,NA
2021 FA,36378277381,Core,4,3,NA,NA,NA
2021 FA,37534506271,Core,3,3,NA,NA,NA
2021 FA,16390585791,Core,5,5,NA,NA,NA
2021 FA,23576923501,Core,4,1,NA,NA,NA
2021 FA,7924305381,Core,5,3,NA,NA,NA
2021 FA,36269485191,Core,3,3,NA,NA,NA
2021 FA,1383249001,Core,3,4,NA,NA,NA
2021 FA,16494403111,Core,5,5,NA,NA,NA
2021 FA,10834930741,Core,4,4,NA,NA,NA
2021 FA,38497884441,Core,4,4,NA,NA,NA
2021 FA,17664856461,Core,4,4,NA,NA,NA
2021 FA,16151626231,Discovery,5,5,10,2,NA
2021 FA,22250067601,Discovery,5,5,7,2,NA
2021 FA,16634853591,Discovery,5,4,8,2,NA
2021 FA,9618138921,Discovery,4,5,10,2,NA
2021 FA,27109464391,Discovery,3,4,6,2,NA
2021 FA,4140556521,Discovery,4,5,10,2,NA
2021 FA,25106803371,Discovery,4,4,8,2,NA
2021 FA,38555498541,Discovery,4,4,5,2,NA
2021 FA,32817070011,Discovery,4,4,7,2,NA
2021 FA,25036647411,Discovery,3,5,8,2,NA
2021 FA,2345685501,Discovery,3,4,8,2,NA
2021 FA,41632919071,Discovery,4,5,8,2,NA
2021 FA,39620176121,Discovery,5,5,8,2,NA
2021 FA,23273568871,Discovery,3,4,5,NA,NA
2021 FA,18116219141,Discovery,3,4,6,2,NA
2021 FA,27568543321,Discovery,5,4,7,2,NA
2021 FA,8841927111,Discovery,1,3,3,2,NA
2021 FA,11628148751,Discovery,5,5,9,2,NA
2021 FA,23232139141,Discovery,4,5,8,NA,NA
2021 FA,3375093691,Discovery,5,5,10,2,NA
2021 FA,28974533851,Discovery,3,5,8,2,NA
2021 FA,28494435411,Discovery,3,5,9,2,NA
2021 FA,39280820081,Discovery,5,5,7,2,NA
2021 FA,17687763121,Discovery,5,5,10,2,NA
2021 FA,28368418161,Discovery,4,5,7,2,NA
2021 FA,29515708341,Discovery,5,5,8,2,NA
2021 FA,36392358441,Discovery,5,5,9,2,NA
2021 FA,35348882551,Discovery,5,5,8,2,NA
2021 FA,24143047321,Discovery,5,4,9,2,NA
2021 FA,7510743831,Discovery,3,4,5,2,NA
2021 FA,39881682831,Discovery,2,3,1,2,NA
2021 FA,13833996661,Discovery,3,5,8,2,NA
2021 FA,34206803671,Discovery,3,5,5,2,NA
2021 FA,24486524771,Discovery,3,3,4,1,NA
2021 FA,39242502721,Discovery,5,5,9,2,NA
2021 FA,29798556301,Discovery,3,4,7,2,NA
2021 FA,18417046011,Discovery,4,5,10,2,NA
2021 FA,34758660351,Discovery,3,5,7,2,NA
2021 FA,12418838381,Discovery,5,5,9,2,NA
2021 FA,39169841351,Discovery,4,5,7,2,NA
2021 FA,32186257551,Discovery,1,3,1,1,NA
2021 FA,20771044671,Discovery,3,4,6,2,NA
2021 FA,11932655841,Discovery,4,5,9,2,NA
2021 FA,2380266811,Discovery,5,5,5,2,NA
2021 FA,18966041401,Discovery,4,5,10,2,NA
2021 SP,22342025811,Core,5,5,NA,NA,NA
2021 SP,26651079071,Core,5,5,NA,NA,NA
2021 SP,12610663281,Core,5,5,NA,NA,NA
2021 SP,9808004321,Core,5,5,NA,NA,NA
2021 SP,7668640671,Core,5,5,NA,NA,NA
2021 SP,9114819301,Core,5,4,NA,NA,NA
2021 SP,3244085971,Core,5,5,NA,NA,NA
2021 SP,20448112991,Core,4,5,NA,NA,NA
2021 SP,34897645511,Core,5,5,NA,NA,NA
2021 SP,39337223351,Core,4,3,NA,NA,NA
2021 SP,2164818281,Core,4,4,NA,NA,NA
2021 SP,27250563051,Core,4,5,NA,NA,NA
2021 SP,28976432671,Core,5,5,NA,NA,NA
2021 SP,4764546891,Core,5,5,NA,NA,NA
2021 SP,27100158821,Core,5,4,NA,NA,NA
2021 SP,41107932361,Core,4,5,NA,NA,NA
2021 SP,31573032781,Core,4,5,NA,NA,NA
2021 SP,39040231521,Core,3,4,NA,NA,NA
2021 SP,13798601621,Core,5,5,NA,NA,NA
2021 SP,14701561001,Core,5,5,NA,NA,NA
2021 SP,31736403941,Core,4,4,NA,NA,NA
2021 SP,35280086441,Core,4,5,NA,NA,NA
2021 SP,2361877311,Core,5,4,NA,NA,NA
2021 SP,34646900411,Core,5,5,NA,NA,NA
2021 SP,33878992321,Core,5,5,NA,NA,NA
2021 SP,42383438041,Core,5,5,NA,NA,NA
2021 SP,29818197401,Core,5,5,NA,NA,NA
2021 SP,30699900821,Core,4,5,NA,NA,NA
2021 SP,29791070351,Core,5,5,NA,NA,NA
2021 SP,41363688061,Core,5,3,NA,NA,NA
2021 SP,15474897691,Core,5,5,NA,NA,NA
2021 SP,7774160831,Core,5,5,NA,NA,NA
2021 SP,8816378701,Core,4,5,NA,NA,NA
2021 SP,14297320501,Core,1,2,NA,NA,NA
2021 SP,35626232161,Core,5,5,NA,NA,NA
2021 SP,8222507311,Core,4,3,NA,NA,NA
2021 SP,27011948581,Core,3,4,NA,NA,NA
2021 SP,27347350071,Core,5,4,NA,NA,NA
2021 SP,14281977811,Core,5,5,NA,NA,NA
2021 SP,25099625521,Core,5,5,NA,NA,NA
2021 SP,26201746111,Core,5,5,NA,NA,NA
2021 SP,33668803971,Core,5,4,NA,NA,NA
2021 SP,11206198731,Core,5,4,NA,NA,NA
2021 SP,23182473371,Core,5,5,NA,NA,NA
2021 SP,41654092351,Core,5,5,NA,NA,NA
2021 SP,42809993701,Core,5,5,NA,NA,NA
2021 SP,11219867901,Core,4,4,NA,NA,NA
2021 SP,29012976101,Core,3,4,NA,NA,NA
2021 SP,8479611931,Core,5,5,NA,NA,NA
2021 SP,13391053911,Core,5,5,NA,NA,NA
2021 SP,18607663381,Core,5,5,NA,NA,NA
2021 SP,24362916131,Core,5,5,NA,NA,NA
2021 SP,19890793221,Core,5,5,NA,NA,NA
2021 SP,12827670221,Core,4,4,NA,NA,NA
2021 SP,34411526521,Core,5,4,NA,NA,NA
2021 SP,23773754501,Core,3,4,NA,NA,NA
2021 SP,34293085011,Core,4,4,NA,NA,NA
2021 SP,8863771711,Core,5,5,NA,NA,NA
2021 SP,29168996891,Core,5,5,NA,NA,NA
2021 SP,32671376391,Core,5,4,NA,NA,NA
2021 SP,4613155061,Core,4,4,NA,NA,NA
2021 SP,24038124811,Core,5,5,NA,NA,NA
2021 SP,42811842701,Core,5,5,NA,NA,NA
2021 SP,13694876031,Core,3,3,NA,NA,NA
2021 SP,5669059801,Core,5,5,NA,NA,NA
2021 SP,40181958121,Core,5,5,NA,NA,NA
2021 SP,19107903431,Core,5,5,NA,NA,NA
2021 SP,37808551261,Core,5,5,NA,NA,NA
2021 SP,33168763591,Core,5,5,NA,NA,NA
2021 SP,17992613701,Core,3,3,NA,NA,NA
2021 SP,8478031741,Core,5,5,NA,NA,NA
2021 SP,14577735421,Core,5,5,NA,NA,NA
2021 SP,2954006331,Core,4,3,NA,NA,NA
2021 SP,3852658241,Core,4,5,NA,NA,NA
2021 SP,41770561401,Core,4,4,NA,NA,NA
2021 SP,36337961591,Core,4,4,NA,NA,NA
2021 SP,31066744351,Core,5,4,NA,NA,NA
2021 SP,42468648651,Core,5,5,NA,NA,NA
2021 SP,26961098761,Core,5,5,NA,NA,NA
2021 SP,9815911831,Core,4,4,NA,NA,NA
2021 SP,42407468941,Core,5,5,NA,NA,NA
2021 SP,39238241281,Core,5,5,NA,NA,NA
2021 SP,16659398301,Core,5,5,NA,NA,NA
2021 SP,22377570811,Core,4,4,NA,NA,NA
2021 SP,18024426771,Core,5,5,NA,NA,NA
2021 SP,30294417631,Core,5,4,NA,NA,NA
2021 SP,4240377721,Core,5,5,NA,NA,NA
2021 SP,39425957801,Core,5,5,NA,NA,NA
2021 SP,18688427151,Core,2,NA,NA,NA,NA
2021 SP,8469450011,Core,4,4,NA,NA,NA
2021 SP,1477209991,Core,5,5,NA,NA,NA
2021 SP,21732182241,Core,5,5,NA,NA,NA
2021 SP,8527339871,Core,5,5,NA,NA,NA
2021 SP,19263762671,Core,5,4,NA,NA,NA
2021 SP,40078031961,Core,5,5,NA,NA,NA
2021 SP,14439915171,Core,5,5,NA,NA,NA
2021 SP,37131053921,Core,4,3,NA,NA,NA
2021 SP,6456267061,Core,4,4,NA,NA,NA
2021 SP,35719213711,Core,5,5,NA,NA,NA
2021 SP,41997589381,Core,2,3,NA,NA,NA
2021 SP,33425942121,Core,5,4,NA,NA,NA
2021 SP,23220116921,Core,5,5,NA,NA,NA
2021 SP,11528221701,Core,4,4,NA,NA,NA
2021 SP,11384544031,Core,4,4,NA,NA,NA
2021 SP,40704791771,Core,4,4,NA,NA,NA
2021 SP,9675671061,Core,5,5,NA,NA,NA
2021 SP,17609677441,Core,3,3,NA,NA,NA
2021 SP,34900240971,Core,5,4,NA,NA,NA
2021 SP,25809393381,Core,4,4,NA,NA,NA
2021 SP,14850861281,Core,5,5,NA,NA,NA
2021 SP,8805587461,Core,5,5,NA,NA,NA
2021 SP,25594860041,Core,5,2,NA,NA,NA
2021 SP,39072800591,Core,5,5,NA,NA,NA
2021 SP,14350975641,Core,4,4,NA,NA,NA
2021 SP,41630825081,Core,3,3,NA,NA,NA
2021 SP,16425288001,Core,4,4,NA,NA,NA
